wormbase_gene_id,gene_symbol,gene_function,protein_domains,chromosome,strand,biotype,gene_length,pis_total_hits,pgs_total_hits,pis_total_density_per_kb,pgs_total_density_per_kb,pis_CDS_hits,pgs_CDS_hits,pis_five_prime_UTR_hits,pgs_five_prime_UTR_hits,pis_three_prime_UTR_hits,pgs_three_prime_UTR_hits,pis_intron_hits,pgs_intron_hits,pis_promoter_hits,pgs_promoter_hits
WBGene00018229,F40C5.2,none available,,V,+,protein_coding,616,1,0,1.6234,0.0,0,0,0,0,1,0,0,0,0,0
WBGene00305478,H10D18.7,none available,,V,-,ncRNA,3563,0,1,0.0,0.2807,0,0,0,0,0,0,0,1,0,0
WBGene00021555,pid-5,none available,"Creatinase, N-terminal; Creatinase/Aminopeptidase P/Spt16, N-terminal; Peptidase M24; Peptidase M24, C-terminal domain",V,+,protein_coding,5479,1,0,0.1825,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00044529,irld-1,none available,"Leucine-rich repeat domain, L domain-like; Receptor L-domain",V,+,protein_coding,2164,1,0,0.4621,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00017983,F32D1.3,none available,Domain of unknown function DUF1736; Tetratricopeptide repeat; Tetratricopeptide-like helical domain,V,-,protein_coding,11819,1,0,0.0846,0.0,1,0,0,0,0,0,0,0,0,0
WBGene00017411,F13A2.2,none available,,V,-,protein_coding,2071,0,1,0.0,0.4829,0,1,0,0,0,0,0,0,0,0
WBGene00017413,F13A2.4,none available,,V,-,protein_coding,1585,1,0,0.6309,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00021626,rft-2,none available,"Solute carrier family 52, riboflavin transporter",V,-,protein_coding,7261,0,1,0.0,0.1377,0,0,0,0,0,0,0,1,0,0
WBGene00004947,sos-1,"sos-1 encodes an ortholog of Son of sevenless, a guanine nucleotide exchange factor; sos-1 is required for viability, sex myoblast migration, vulval induction, and oogenesis; sos-1 acts genetically downstream of let-23 and upstream of let-60 with respect to vulval development; SOS-1 binds bovine calmodulin in vitro in a calcium-dependent manner.","Dbl homology (DH) domain; Histone-fold; PH domain-like; Pleckstrin homology domain; Ras guanine nucleotide exchange factor domain; Ras guanine-nucleotide exchange factors catalytic domain; Ras-like guanine nucleotide exchange factor, N-terminal",V,-,protein_coding,32348,0,1,0.0,0.0309,0,1,0,0,0,0,0,0,0,0
WBGene00016507,abhd-5.2,none available,Alpha/Beta hydrolase fold; Alpha/beta hydrolase fold-1,V,+,protein_coding,2341,0,1,0.0,0.4272,0,0,0,0,0,0,0,1,0,0
WBGene00016511,C37H5.13,none available,Acyl-CoA thioesterase; HotDog domain,V,-,protein_coding,6008,0,1,0.0,0.1664,0,0,0,0,0,0,0,1,0,0
WBGene00015071,cest-30,none available,"Alpha/Beta hydrolase fold; Carboxylesterase, type B",V,-,protein_coding,2768,0,1,0.0,0.3613,0,0,0,0,0,0,0,1,0,0
WBGene00003567,ncx-2,"ncx-2 encodes, by alternative splicing, three full-length isoforms of a putative 3Na[+]/1Ca[2+] exchanger, orthologous to human SLC8A1-3 and paralogous to NCX-1 and NCX-3; NCX-2 is predicted to export free cytoplasmic Ca[2+] with low affinity but high capacity, being complemented by low-capacity/high-affinity Ca[2+] ATPase pumps such as MCA-1/-3; NCX-3 has tandem Calx-alpha and Calx-beta domains predicted to carry out ion transport and regulation; NCX-1 is required for normally rapid growth in mass RNAi assays.","Na-Ca exchanger/integrin-beta4; Sodium/calcium exchanger domain, C-terminal extension; Sodium/calcium exchanger membrane region; Sodium/calcium exchanger protein",V,+,protein_coding,7582,1,0,0.1319,0.0,1,0,0,0,0,0,0,0,0,0
WBGene00019601,K09H11.4,none available,,V,-,protein_coding,3732,0,1,0.0,0.268,0,1,0,0,0,0,0,0,0,0
WBGene00018424,pgph-2,none available,"2-phosphoglycolate phosphatase, eukaryotic; HAD-like domain; HAD-superfamily hydrolase, subfamily IIA",V,+,protein_coding,6642,1,0,0.1506,0.0,0,0,0,0,0,0,0,0,0,0
WBGene00017834,F26F12.3,none available,,V,-,protein_coding,6765,1,0,0.1478,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00004206,pst-1,"pst-1 encodes the C. elegans ortholog of the vertebrate PAPST1 PAPS (3'-phosphoadenosine-5'-phosphosulfate) transporter and Drosophila Slalom; pst-1 is required in vivo for heparan sulfation; pst-1 is an essential gene, required both maternally and zygotically for late embryonic and larval development; pst-1 is also required for a subset of neuronal and axonal migrations and for presynaptic development in motor, and possibly touch, neurons; in regulating these developmental processes, pst-1 can function cell non-autonomously; pst-1::gfp is first detected at the two-fold stage of embryogenesis in hypodermal cells; later, pst-1::gfp expression is seen in the seam cells, pharyngeal gland cells, additional anterior cells and possibly in the intestine; PST-1::GFP shows partial localization to the Golgi.",UAA transporter,V,+,protein_coding,7951,1,0,0.1258,0.0,1,0,0,0,0,0,0,0,0,0
WBGene00015677,cpg-4,"cpg-4 encodes a large (782-residue), unfamiliar, putatively secretedprotein with a C-terminal low-complexity domain; CPG-4 has 35 potentialchondroitin attachment sites, mostly in its C-terminal half, 4 of whichhave been verified by mass spectrometry; CPG-4 has no obvious functionin mass RNAi assays.",Chondroitin proteoglycan 4,V,+,protein_coding,2929,1,0,0.3414,0.0,1,0,0,0,0,0,0,0,0,0
WBGene00017931,picc-1,none available,CCDC85 family,V,+,protein_coding,7345,1,0,0.1361,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00004373,rme-1,"rme-1 encodes a conserved, EPS15 homology (EH) domain-containing protein; RME-1 is required for endocytosis, specifically for modulating endocytic transport through the endosomal recycling compartment (ERC); RME-1 is ubiquitously expressed and, in the polarized intestinal epithelium, is found on basolateral recycling endosomes.","Dynamin superfamily; EF-hand domain pair; EH domain; EH domain-containing protein, N-terminal; P-loop containing nucleoside triphosphate hydrolase",V,+,protein_coding,8780,1,0,0.1139,0.0,1,0,0,0,0,0,0,0,0,0
WBGene00017430,bcl-11,none available,Zinc finger C2H2-type,V,+,protein_coding,6973,1,0,0.1434,0.0,0,0,0,0,1,0,0,0,0,0
WBGene00020264,acl-8,none available,"Acyltransferase, C-terminal domain; Phospholipid/glycerol acyltransferase",V,+,protein_coding,2250,1,0,0.4444,0.0,1,0,0,0,0,0,0,0,0,0
WBGene00006815,unc-83,"unc-83 encodes a KASH domain-containing transmembrane protein; during development, UNC-83 is required for nuclear migrations in P cells, hyp7 hypodermal precursors, and intestinal cells and thus, for ventral nerve cord development, locomotion, and vulval formation; specifically, UNC-83 functions to recruit kinesin and dynein motor complexes to the nuclear envelope to regulate the directionality and extent of nuclear migrations; UNC-83 localizes to the outer nuclear membrane and its localization is dependent upon the SUN domain of UNC-84, an inner nuclear membrane protein with which it interacts in vitro; UNC-83 and UNC-84 are thus proposed to link the nuclear lamina with the cytoskeleton to properly effect nuclear migrations.",,V,+,protein_coding,22819,1,0,0.0438,0.0,1,0,0,0,0,0,0,0,0,0
WBGene00017618,F20A1.6,none available,,V,-,protein_coding,2561,1,0,0.3905,0.0,1,0,0,0,0,0,0,0,0,0
WBGene00006666,twk-11,twk-11 encodes one of more than 40 TWK (two-P domain K+) potassium channels in C. elegans that contain two pore regions and four transmembrane domains; orthologous to C. briggsae CBG19123 with some similarity to Drosophila CG6004.,Potassium channel domain; Two pore domain potassium channel,V,-,protein_coding,8318,0,1,0.0,0.1202,0,0,0,0,0,0,0,1,0,0
WBGene00201968,VC5.16,none available,,V,-,ncRNA,145,0,1,0.0,6.8966,0,0,0,0,0,0,0,1,0,0
WBGene00020945,clec-219,none available,C-type lectin fold; C-type lectin-like/link domain,V,+,protein_coding,4433,0,1,0.0,0.2256,0,0,0,0,0,0,0,1,0,0
WBGene00017152,EGAP798.1,none available,,V,+,pseudogene,2770,1,0,0.361,0.0,1,0,0,0,0,0,0,0,0,0
WBGene00001842,her-1,"her-1 generates two transcripts, the larger of which encodes a small,secreted, cysteine-rich protein (HER-1A) required for normal sexdetermination in wild-type XO male animals, while being dispensable forsex determination in XX hermaphrodites; transcription of her-1 in XXanimals is repressed by SDC-2; HER-1A protein has two all-helicaldomains, with fourteen conserved cysteine residues forming sevendisulfide bonds, at least eight of which residues are critical forfunction in vivo; HER-1A has no known homologs except in other nematodes(e.g., Brugia malayi), and does not structurally resemble otherwell-known secreted proteins; HER-1A inhibits the receptor TRA-2A invivo, and binds it in vitro; HER-1A functions nonautonomously andrequires a signal sequence for biological activity; the her-1(n695gf)mutation alters a site in the her-1 promoter bound by SDC-2, partiallytransforms XX animals into phenotypic males, and requires sup-26 andsup-27 to do so.",Protein Her-1,V,+,protein_coding,5021,1,0,0.1992,0.0,1,0,0,0,0,0,0,0,0,0
WBGene00201401,T28B11.22,none available,,V,-,ncRNA,349,0,1,0.0,2.8653,0,0,0,0,0,0,0,0,0,0
WBGene00007799,nrx-1,"nrx-1 encodes the C. elegans ortholog of neurexins, presynaptic transmembrane neural adhesion molecules that contain extracellular laminin and EGF domains and play a critical role in synaptic development; genetic analyses suggest that nrx-1 may play a role in regulation of adult lifespan; nrx-1 expression is controlled by daf-2 and daf-16.",Concanavalin A-like lectin/glucanase domain; EGF-like domain; Laminin G domain,V,+,protein_coding,21693,1,0,0.0461,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00000065,act-3,"act-3 encodes an invertebrate actin, highly similar to ACT-1, ACT-2, and ACT-4, that functions in body wall muscle; act-3 functions with two other action isoforms, act-1 and act-2, to control cytoplasmic microfilament function in the early embryo.",Actin family,V,-,protein_coding,2809,0,1,0.0,0.356,0,0,0,0,0,0,0,0,0,0
WBGene00010744,K10D6.4,none available,,V,+,protein_coding,14852,1,0,0.0673,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00219612,linc-153,none available,,V,-,lincRNA,2893,1,0,0.3457,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00011436,T04F3.1,none available,"Aminotransferase, class I/classII; Pyridoxal phosphate-dependent transferase; Pyridoxal phosphate-dependent transferase, major region, subdomain 1; Pyridoxal phosphate-dependent transferase, subdomain 2",V,+,protein_coding,14047,1,0,0.0712,0.0,0,0,0,0,1,0,0,0,0,0
WBGene00077538,T04F3.5,none available,,V,+,protein_coding,1292,0,1,0.0,0.774,0,1,0,0,0,0,0,0,0,0
WBGene00197013,F58H1.14,none available,,V,+,ncRNA,182,1,0,5.4945,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00011449,slfl-5,none available,"P-loop containing nucleoside triphosphate hydrolase; Translation elongation factor EF1A/initiation factor IF2gamma, C-terminal; Translation protein, beta-barrel domain",V,-,protein_coding,3074,0,1,0.0,0.3253,0,0,0,0,0,1,0,0,0,0
WBGene00007606,C15C8.4,none available,"Alpha-2-macroglobulin RAP, C-terminal; Alpha-2-macroglobulin receptor-associated protein, domain 1",V,-,protein_coding,2263,0,1,0.0,0.4419,0,0,0,0,0,0,0,0,0,1
WBGene00305465,F58E10.8,none available,,V,-,ncRNA,10977,1,0,0.0911,0.0,0,0,0,0,0,0,0,0,0,0
WBGene00044109,K02E11.10,none available,,V,-,protein_coding,1083,0,1,0.0,0.9234,0,1,0,0,0,0,0,0,0,0
WBGene00013027,Y49A3A.4,none available,ShKT domain,V,-,protein_coding,2045,0,1,0.0,0.489,0,0,0,1,0,0,0,0,0,0
WBGene00023515,srz-97,none available,"7TM GPCR, serpentine receptor class z (Srz)",V,-,protein_coding,4400,0,1,0.0,0.2273,0,0,0,0,0,0,0,1,0,0
WBGene00008320,slc-25A29,none available,Mitochondrial carrier domain; Mitochondrial substrate/solute carrier,V,-,protein_coding,4687,0,1,0.0,0.2134,0,0,0,0,0,0,0,1,0,0
WBGene00198681,W06A7.8,none available,,V,+,ncRNA,125,1,0,8.0,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00010386,H12D21.10,none available,Glycosyltransferase 61,V,+,protein_coding,12126,1,0,0.0825,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00008522,nlp-59,none available,,V,+,protein_coding,984,0,1,0.0,1.0163,0,0,0,0,0,0,0,1,0,0
WBGene00008520,F02D8.1,none available,,V,-,protein_coding,5847,1,0,0.171,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00004308,rap-2,"rap-2 encodes a Ras-related GTPase that is most similar to the RAP2 members of the Ras GTPase superfamily; by homology, RAP-2 is predicted to function as a membrane-localized GTPase that likely plays a role in signal transduction; loss-of- and gain-of-functions of rap-2 causes synapse patterning defect in DA motor neurons.","P-loop containing nucleoside triphosphate hydrolase; Small GTP-binding protein domain; Small GTPase superfamily; Small GTPase superfamily, Ras type",V,-,protein_coding,2600,0,1,0.0,0.3846,0,1,0,0,0,0,0,0,0,0
WBGene00008321,C55A1.1,none available,"7TM GPCR, serpentine receptor class r (Str)",V,+,protein_coding,1260,0,1,0.0,0.7937,0,0,0,0,0,0,0,1,0,0
WBGene00010688,srz-12,none available,"7TM GPCR, serpentine receptor class z (Srz)",V,-,protein_coding,1248,0,1,0.0,0.8013,0,0,0,0,0,0,0,1,0,0
WBGene00305396,F36G9.19,none available,,V,-,ncRNA,8662,1,0,0.1154,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00014735,cyp-35D2,none available,,V,+,pseudogene,558,1,0,1.7921,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00005834,srw-87,none available,"7TM GPCR, serpentine receptor class w (Srw)",V,+,protein_coding,1652,1,0,0.6053,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00010215,nhr-193,none available,"Nuclear hormone receptor, ligand-binding domain; Zinc finger, NHR/GATA-type; Zinc finger, nuclear hormone receptor-type",V,+,protein_coding,2094,1,0,0.4776,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00012348,pptr-1,"pptr-1 encodes a PP2A holoenzyme regulatory subunit, a member of the B56 family of genes  homologous to mammalian PPP2R5B (OMIM: 601644); out of the seven PP2A regulatory subunits only pptr-1 regulates dauer formation downstream of daf-2;pptr-1 controls dauer formation specifically through the IIS pathway; pptr-1 regulates multiple phenotypes associated with the IIS pathways like stress resistance and life span; genetically pptr-1 is at the level of or downstream of akt-1 in IIS pathway; PPTR-1/mammalian B56beta regulatory subunit function to modulate AKT-1 phosphorylation in a conserved manner across phylogeny; changes in PPTR-1 levels affect the activity of AKT-1 and as a result, modulate DAF-16 subcellular localization; PPTR-1 positively regulates DAF-16 nuclear localization and thereby its activity on transcriptional targets; PPTR1 expression is predominantly cytosolic and overlaps with AKT-2  in pharynx, head neurons, nerve ring, spermathecae and vulva.","Armadillo-type fold; Protein phosphatase 2A, regulatory B subunit, B56",V,+,protein_coding,10054,1,0,0.0995,0.0,1,0,0,0,0,0,0,0,0,0
WBGene00013490,Y70C5A.2,none available,"7TM GPCR, serpentine receptor class h (Srh)",V,-,protein_coding,1816,0,1,0.0,0.5507,0,0,0,0,0,0,0,1,0,0
WBGene00005789,srw-42,none available,"7TM GPCR, serpentine receptor class w (Srw); G protein-coupled receptor, rhodopsin-like",V,-,protein_coding,1708,0,1,0.0,0.5855,0,0,0,0,0,0,0,1,0,0
WBGene00004026,phy-3,"phy-3 encodes  a catalytic alpha subunit of  collagen prolyl 4-hydroxylase (P4H) orthologous to human P4H alpha (III) isoform (OMIM: 608987). phy-3 belongs to a family of genes coding for catalytic subunits of the collagen modifying enzyme prolyl 4-hydroxylase; PHY-3 is involved in the synthesis of collagens in early embryos; PHY-3 have no obvious phenotypic abnormalities, but the 4-hydroxyproline content of their embryos is markedly reduced; C-P4H activity is only generated when it is coexpressed with another C. elegans PDI isoform; PHY-3 is expressed in the embryos, late larval stages, and adult nematodes, its expression in the larval and adult stages restricted to the spermatheca.","Oxoglutarate/iron-dependent dioxygenase; Prolyl 4-hydroxylase, alpha subunit",V,+,protein_coding,5978,1,0,0.1673,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00005521,sri-9,none available,"7TM GPCR, serpentine chemoreceptor class i (Sri)",V,+,protein_coding,2121,1,0,0.4715,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00045506,F57G4.10,none available,"Domain of unknown function DUF38, Caenorhabditis species",V,+,protein_coding,1350,0,1,0.0,0.7407,0,0,0,0,0,0,0,1,0,0
WBGene00189932,spp-29,none available,Saposin-like,V,-,protein_coding,729,1,0,1.3717,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00008126,sre-21,"C47A10.4 is orthologous to the human gene ALBINISM, OCULAR, TYPE I (OA1; OMIM:300500), which when mutated leads to Nettleship-Falls type ocular albinism.","7TM GPCR, serpentine receptor class e (Sre)",V,-,protein_coding,3556,0,1,0.0,0.2812,0,0,0,0,0,0,0,1,0,0
WBGene00012567,Y37H2A.7,none available,"Domain of unknown function DUF38, Caenorhabditis species; F-box domain; Leucine-rich repeat domain, L domain-like",V,-,protein_coding,1179,1,0,0.8482,0.0,1,0,0,0,0,0,0,0,0,0
WBGene00008894,F16H6.4,none available,"Peptidase C15, pyroglutamyl peptidase I-like; Putative pyroglutamyl peptidase PgaPase_1",V,+,protein_coding,7095,1,0,0.1409,0.0,1,0,0,0,0,0,0,0,0,0
WBGene00011207,R10E8.1,none available,"Domain of unknown function DUF38, Caenorhabditis species",V,-,protein_coding,10094,1,0,0.0991,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00194695,B0462.5,none available,,V,-,protein_coding,1117,0,1,0.0,0.8953,0,0,0,0,0,0,0,1,0,0
WBGene00007440,C08E8.4,none available,NADAR,V,+,protein_coding,1687,1,0,0.5928,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00013073,hmit-1.1,"hmit-1.1 encodes one of three C. elegans proton (H+)-dependent myo-inositol transporters; loss of hmit-1.1 activity via large-scale RNAi result in no obvious abnormalities but by homology, HMIT-1.1 is predicted to function as a plasma membrane protein required for the regulated uptake of myo-inositol and thus potentially for regulation of cell signaling and intracellular osmolarity.","Major facilitator superfamily domain; Major facilitator,  sugar transporter-like; Sugar/inositol transporter",V,+,protein_coding,7087,1,0,0.1411,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00013075,ints-5,none available,"Integrator complex subunit 5, C-terminal; Integrator complex subunit 5, N-terminal",V,+,protein_coding,15149,0,1,0.0,0.066,0,0,0,0,0,0,0,1,0,0
WBGene00013076,Y51A2D.8,none available,"Cathepsin propeptide inhibitor domain (I29); Peptidase C1A; Peptidase C1A, papain C-terminal",V,-,protein_coding,3848,1,0,0.2599,0.0,1,0,0,0,0,0,0,0,0,0
WBGene00013480,egas-3,none available,EGF-like calcium-binding domain; EGF-like domain; Epithelial sodium channel,V,-,protein_coding,7694,1,0,0.13,0.0,1,0,0,0,0,0,0,0,0,0
WBGene00013481,Y69H2.3,none available,"Follistatin-like, N-terminal; Trypsin Inhibitor-like, cysteine rich domain",V,-,protein_coding,8039,0,1,0.0,0.1244,0,1,0,0,0,0,0,0,0,0
WBGene00013485,Y69H2.10,none available,"Trypsin Inhibitor-like, cysteine rich domain",V,+,protein_coding,14062,1,0,0.0711,0.0,1,0,0,0,0,0,0,0,0,0
WBGene00045361,clec-253,none available,C-type lectin fold; C-type lectin-like; C-type lectin-like/link domain; PAN-3 domain,V,-,pseudogene,1035,1,0,0.9662,0.0,1,0,0,0,0,0,0,0,0,0
WBGene00003655,nhr-65,"nhr-65 encodes a protein with similarity to members of the nuclear hormone receptor superfamily; although nhr-65 is not predicted to encode a complete DNA-binding domain, it is expressed, based on mRNA analysis cgc3416.","Nuclear hormone receptor, ligand-binding domain; Zinc finger, NHR/GATA-type; Zinc finger, nuclear hormone receptor-type",V,+,protein_coding,6140,0,1,0.0,0.1629,0,0,0,0,0,0,0,1,0,0
WBGene00012700,Y39B6A.42,none available,,V,-,protein_coding,1736,0,1,0.0,0.576,0,1,0,0,0,0,0,0,0,0
WBGene00012676,pro-3,none available,"Armadillo-type fold; SDA1 domain; Uncharacterised domain NUC130/133, N-terminal",V,-,protein_coding,17066,0,1,0.0,0.0586,0,0,0,0,0,0,0,1,0,0
WBGene00012665,pph-5,"pph-5 encodes a protein phosphatase that is the sole C. elegans ortholog of protein phosphatase 5; during anaphase, PPH-5 negatively regulates the cortical granule exocytosis and cytokinesis activities of SEP-1/separase; in this capactiy, PPH-5 appears to function to regulate SEP-1 localization to vesicles at the appropriate times during cell division; pph-5 is expressed throughout development in both the soma and the germ line; in the germ line, a GFP::PPH-5 is cytoplasmic during interphase, becomes enriched at the spindle matrix during mitosis, and then disperses from the spindle during anaphase.","Calcineurin-like phosphoesterase domain, ApaH type; Metallo-dependent phosphatase-like; PPP domain; Serine/threonine protein phosphatase 5; Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase; Tetratricopeptide repeat; Tetratricopeptide-like helical domain",V,+,protein_coding,8726,1,0,0.1146,0.0,0,0,0,0,1,0,0,0,0,0
WBGene00012067,sqst-3,none available,"Zinc finger, ZZ-type",V,+,protein_coding,1239,0,1,0.0,0.8071,0,0,0,0,0,0,0,1,0,0
WBGene00012813,Y43F8B.2,none available,GSKIP domain; Protein of unknown function DUF727,V,-,protein_coding,13173,0,1,0.0,0.0759,0,0,0,0,0,0,0,1,0,0
WBGene00007176,kcnl-1,kcnl-1 encodes a small-conductance calcium-activated potassium channel subunit.,"Calmodulin-binding domain; Potassium channel domain; Potassium channel, calcium-activated, SK",V,+,protein_coding,40743,1,0,0.0245,0.0,1,0,0,0,0,0,0,0,0,0
WBGene00012831,Y43F8C.9,none available,,V,+,protein_coding,1234,0,1,0.0,0.8104,0,0,0,0,0,0,0,1,0,0
WBGene00012832,dmd-3,"dmd-3 encodes a transcription factor with two DNA-binding Zn finger DM domains that is homologous to vertebrate dmrt-1 (OMIM:154230); dmd-3 is necessary for male-specific morphogenesis of the tail tip; dmd-3 acts with mab-3 to coordinate both tail tip cell fusion and retraction; dmd-3::YFP was expressed in a number of sexually dimorphic or sex-specific cells, including the tail tip, hindgut, B lineage, ray RnA neurons and somatic gonad; dmd-3 expression parallels tail tip remodeling, consistent with a cell autonomous, instructive role for dmd-3 in the control of morphogenesis; dmd-3 is a direct target of repression by TRA-1A in hermaphrodite tail tip and hindgut; sexually dimorphic dmd-3 expression determines the sexual specificity of tail tip morphogenesis; tail tip dmd-3 expression is regulated in an initial Wnt-independent induction of dmd-3, followed by Wnt-dependent maintenance and amplification; maintenance phase expression of dmd-3 requires lin-44 and tlp-1.",DM DNA-binding domain; DMRT/protein doublesex/protein male abnormal 3,V,-,protein_coding,5227,0,1,0.0,0.1913,0,1,0,0,0,0,0,0,0,0
WBGene00196534,Y113G7A.18,none available,,V,+,ncRNA,148,0,1,0.0,6.7568,0,1,0,0,0,0,0,0,0,0
WBGene00013751,Y113G7A.14,none available,,V,-,protein_coding,2617,0,1,0.0,0.3821,0,1,0,0,0,0,0,0,0,0
WBGene00009848,F48F5.6,none available,,V,-,protein_coding,4915,0,1,0.0,0.2035,0,0,0,0,0,0,0,1,0,0
WBGene00012184,mnr-1,none available,Protein of unknown function DUF2181,V,+,protein_coding,5095,0,1,0.0,0.1963,0,0,0,0,0,0,0,1,0,0
WBGene00012850,Y44A6C.1,none available,,V,+,protein_coding,2953,1,0,0.3386,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00004013,pha-4,"pha-4 encodes a FoxA transcription factor; during embryonic development, PHA-4 functions as an organ identity gene whose activity is necessary and sufficient for development of the pharynx/foregut; in addition, PHA-4 plays a key role in regulation of diet-restriction-induced longevity in adult animals; PHA-4 expression begins early in embryogenesis and is seen in pharyngeal and intestinal cells (foregut and midgut); PHA-4 is also expressed later in the developing somatic gonad.",Fork head domain; Winged helix-turn-helix DNA-binding domain,V,+,protein_coding,7266,1,0,0.1376,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00022205,Y73B3A.3,none available,,X,-,pseudogene,10938,0,1,0.0,0.0914,0,0,0,0,0,0,0,1,0,0
WBGene00022211,Y73B3A.9,none available,,X,-,pseudogene,6884,0,1,0.0,0.1453,0,0,0,0,0,0,0,1,0,0
WBGene00015430,C04E7.3,none available,,X,-,protein_coding,12651,1,0,0.079,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00045270,C04E7.5,none available,,X,+,protein_coding,2187,0,1,0.0,0.4572,0,0,0,0,0,0,0,1,0,0
WBGene00199585,ZK1193.9,none available,,X,+,ncRNA,133,0,1,0.0,7.5188,0,0,0,0,0,0,0,0,0,1
WBGene00200462,B0310.9,none available,,X,+,ncRNA,138,0,1,0.0,7.2464,0,0,0,0,0,0,0,1,0,0
WBGene00015139,B0310.3,none available,,X,-,protein_coding,10309,1,0,0.097,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00002056,ifc-2,"ifc-2 encodes three isoforms of an intermediate filament protein dispensable for viability but required for normal movement, growth rate, body size, body shape, and cuticle strength; IFC-2 is present in the cytoplasm of intestinal cells, and at the desmosomes of intestinal and pharyngeal cells.",Intermediate filament protein; Lamin Tail Domain,X,-,protein_coding,12749,0,1,0.0,0.0784,0,0,0,0,0,0,0,1,0,0
WBGene00021185,Y9C12A.1,none available,Tumor protein p53-inducible protein 11,X,-,protein_coding,2331,0,1,0.0,0.429,0,0,0,0,0,0,0,1,0,0
WBGene00017184,ncam-1,none available,Fibronectin type III; Immunoglobulin I-set; Immunoglobulin subtype; Immunoglobulin subtype 2; Immunoglobulin-like domain; Immunoglobulin-like fold; Neural cell adhesion,X,+,protein_coding,11135,0,1,0.0,0.0898,0,0,0,0,0,0,0,1,0,0
WBGene00219645,linc-166,none available,,X,+,lincRNA,5143,0,1,0.0,0.1944,0,0,0,0,0,0,0,1,0,0
WBGene00017780,F25E2.2,none available,,X,-,protein_coding,3804,0,1,0.0,0.2629,0,0,0,1,0,0,0,0,0,0
WBGene00000958,dgk-1,"dgk-1 encodes an ortholog of mammalian diacylglycerol kinase theta (DGKQ); dgk-1 activity functions downstream in a serotonin signaling pathway that regulates locomotion and synaptic transmission; in addition, dgk-1 activity negatively regulates egg laying; dgk-1 genetically interacts with the goa-1 and egl-30 signaling pathways; a GFP::DGK-1 reporter fusion protein is expressed in the excretory canals and in most neurons, including the ventral cord neurons; in neurons, GFP::DGK-1 localizes to axons and cell bodies; when expressed ectopically in HEK293 cells, DGK-1 exhibits DAG kinase activity.","Diacylglycerol kinase, accessory domain; Diacylglycerol kinase, catalytic domain; Diacylglycerol/phorbol-ester binding; NAD kinase/diacylglycerol kinase-like domain; Protein kinase C-like, phorbol ester/diacylglycerol-binding domain; Ras-associating (RA) domain; Ubiquitin-related domain; Zinc finger, PHD-type",X,-,protein_coding,7554,1,0,0.1324,0.0,0,0,0,0,1,0,0,0,0,0
WBGene00006741,unc-1,"unc-1 encodes one of ten C. elegans stomatin-like proteins (SLPs) homologous to human erythrocyte surface protein band 7.2 (EPB72/Stomatin) (OMIM:133090; deficient in stomatocytosis); UNC-1 activity regulates electrical coupling between body wall muscles and is required in neurons for normal locomotion; unc-1 is also required for anesthetic sensitivity; an unc-1 promoter::DsRED2 fusion is expressed in body wall muscle, vulval muscle, anal-depressor muscle, stomatointestinal muscle, nearly all ventral cord motor neurons and the nerve ring; in neurons and body wall muscle, UNC-1 colocalizes with UNC-9, an innexin, at intercellular junctions; unc-24, which also encodes a stomatin homolog, is epistatic to unc-1 and required for UNC-1 localization in the nerve ring.",Band 7 domain; Protein Unc-1; Stomatin family,X,-,protein_coding,4967,1,0,0.2013,0.0,0,0,0,0,0,0,1,0,0,0
