wormbase_gene_id,gene_symbol,gene_function,protein_domains,chromosome,strand,biotype,gene_start,gene_end,gene_length,g_count,c_count,a_count,t_count,g_percentage,c_percentage,gc_percentage,five_prime_UTR_length,CDS_length,intron_length,three_prime_UTR_length,exon_length,promoter_length,TSS_region_length,gene_body_length,intergenic_length,pis_five_prime_UTR_count,pis_CDS_count,pis_intron_count,pis_three_prime_UTR_count,pis_exon_count,pis_promoter_count,pis_TSS_region_count,pis_gene_body_count,pis_intergenic_count,pis_total,pis_five_prime_UTR_density_per_kb,pis_CDS_density_per_kb,pis_intron_density_per_kb,pis_three_prime_UTR_density_per_kb,pis_exon_density_per_kb,pis_promoter_density_per_kb,pis_TSS_region_density_per_kb,pis_gene_body_density_per_kb,pis_intergenic_density_per_kb,pis_total_density_per_kb,pgs_five_prime_UTR_count,pgs_CDS_count,pgs_intron_count,pgs_three_prime_UTR_count,pgs_exon_count,pgs_promoter_count,pgs_TSS_region_count,pgs_gene_body_count,pgs_intergenic_count,pgs_total,pgs_five_prime_UTR_density_per_kb,pgs_CDS_density_per_kb,pgs_intron_density_per_kb,pgs_three_prime_UTR_density_per_kb,pgs_exon_density_per_kb,pgs_promoter_density_per_kb,pgs_TSS_region_density_per_kb,pgs_gene_body_density_per_kb,pgs_intergenic_density_per_kb,pgs_total_density_per_kb
WBGene00000387,cdc-25.2,cdc-25.2 encodes a putative homolog of Cdc25 phosphatase protein family that affects germline proliferation.,M-phase inducer phosphatase; Rhodanese-like domain,V,+,protein_coding,1567076,1585532,18457,3256,3635,5567,5999,17.64,19.69,37.34,47,1443,5754,598,2088,0,0,18457,0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.1738,0.0,0.0,0.0,0.0,0.0542,0.0,0.0542,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00021609,irld-17,none available,"Leucine-rich repeat domain, L domain-like; Receptor L-domain",V,+,protein_coding,1632017,1635883,3867,668,627,1275,1297,17.27,16.21,33.49,0,1470,2397,0,1470,0,0,3867,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.4172,0.0,0.0,0.0,0.0,0.2586,0.0,0.2586
WBGene00019384,K04F1.1,none available,,V,-,pseudogene,1658072,1659636,1565,353,330,422,460,22.56,21.09,43.64,0,0,0,0,0,0,0,1565,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.639,0.0,0.639
WBGene00021607,Y46H3C.7,none available,,V,-,protein_coding,1692458,1694022,1565,350,286,451,478,22.36,18.27,40.64,774,267,421,103,1144,0,0,1565,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,1.292,0.0,0.0,0.0,0.0,0.0,0.0,0.639,0.0,0.639
WBGene00305467,F59A7.15,none available,,V,+,ncRNA,2006341,2012356,6016,1223,1204,1880,1709,20.33,20.01,40.34,0,0,0,0,0,0,0,6016,0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1662,0.0,0.1662,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00021164,svh-11,none available,"Glycosyl transferase, family 11",V,+,protein_coding,2207101,2210272,3172,578,528,1051,1015,18.22,16.65,34.87,79,1112,1935,63,1254,0,0,3172,0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.5168,0.0,0.0,0.0,0.0,0.3153,0.0,0.3153,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006170,str-119,none available,"7TM GPCR, serpentine receptor class r (Str)",V,-,protein_coding,2426479,2428124,1646,368,352,490,436,22.36,21.39,43.74,0,1014,632,0,1014,0,0,1646,0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,1.5823,0.0,0.0,0.0,0.0,0.6075,0.0,0.6075,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00015273,mct-2,none available,Major facilitator superfamily; Major facilitator superfamily domain,V,-,protein_coding,2483004,2494791,11788,2318,2292,3548,3630,19.66,19.44,39.11,0,1635,3147,0,1635,0,0,11788,0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.3178,0.0,0.0,0.0,0.0,0.0848,0.0,0.0848,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00021573,Y45G12C.10,none available,"7TM GPCR, serpentine receptor class r (Str)",V,-,protein_coding,2534758,2536409,1652,371,353,491,437,22.46,21.37,43.83,0,1020,632,0,1020,0,0,1652,0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,1.5823,0.0,0.0,0.0,0.0,0.6053,0.0,0.6053,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00000056,acr-17,none available,Neurotransmitter-gated ion-channel; Neurotransmitter-gated ion-channel ligand-binding domain; Neurotransmitter-gated ion-channel transmembrane domain,V,+,protein_coding,2608652,2615262,6611,1271,1292,1956,2092,19.23,19.54,38.77,22,1548,5060,65,1635,0,0,6611,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.1976,0.0,0.0,0.0,0.0,0.1513,0.0,0.1513
WBGene00003579,ndx-2,"ndx-2 encodes a NUDIX hydrolase; by sequence comparison, NDX-2 is predicted to be orthologous to human NUDT5 which, in vitro, possesses ADP-sugar diphosphatase activity; in C. elegans, loss of ndx-2 activity via RNA-mediated interference (RNAi) does not result in any obvious abnormalities, consistent with the proposed nonessential roles for Nudix proteins in eliminating potentially toxic nucleotide metabolites from cells and modulating levels of metabolic intermediates by shuttling them into alternative biochemical pathways.",NUDIX hydrolase; NUDIX hydrolase domain; NUDIX hydrolase domain-like,V,-,protein_coding,2662964,2665003,2040,493,453,570,524,24.17,22.21,46.37,42,672,1209,117,831,0,0,2040,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.8271,0.0,0.0,0.0,0.0,0.4902,0.0,0.4902
WBGene00005919,srx-28,none available,"7TM GPCR, serpentine receptor class x  (Srx)",V,-,protein_coding,2755701,2757276,1576,269,282,558,467,17.07,17.89,34.96,0,906,670,0,906,0,0,1576,0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,1.4925,0.0,0.0,0.0,0.0,0.6345,0.0,0.6345,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00005215,srg-58,none available,"7TM GPCR, serpentine receptor class g (Srg)",V,-,protein_coding,2758174,2759556,1383,270,309,455,349,19.52,22.34,41.87,0,984,399,0,984,0,0,1383,0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,2.5063,0.0,0.0,0.0,0.0,0.7231,0.0,0.7231,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00019108,chpf-2,none available,EF-hand domain; EF-hand domain pair,V,-,protein_coding,3037812,3039382,1571,266,306,485,514,16.93,19.48,36.41,49,588,811,123,760,0,0,1571,0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,1.233,0.0,0.0,0.0,0.0,0.6365,0.0,0.6365,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00000168,apx-1,"apx-1 encodes one of ten C. elegans DSL (Delta, Serrate, LAG-2) proteins, integral transmembrane and secreted proteins that function as signaling ligands for the Notch family receptors GLP-1 and LIN-12; in the 4-cell embryo, maternally supplied APX-1 functions as a GLP-1 ligand for an inductive interaction that specifies the fate of the ABp blastomere; later in embryogenesis, APX-1 is required for formation of the LIN-12-dependent, invariant asymmetrical twist that occurs as part of normal gut morphogenesis; during larval development, APX-1 is required redundantly with DSL-1 and LAG-2 for the LIN-12-mediated lateral signal that spatially patterns the primary and secondary vulval cell lineages; in the early embryo, APX-1 is first detected at the anterior edge of the P1 blastomere, with later expression visible in P2 at sites of contact with ABp, and in the cytoplasm of the EMS and P3 blastomeres; expression in the vulval precursor cells (VPCs) is detected in the primary VPC, P6.p, and its descendants; embryonic APX-1 expression is dependent upon PIE-1 activity, while later vulval expression is mediated by the Ras signaling pathway and the SUR-2 transcriptional cofactor.",Delta/Serrate/lag-2 (DSL) protein; EGF-like domain,V,+,protein_coding,3210196,3223221,13026,2073,2321,4631,4001,15.91,17.82,33.73,33,1548,10679,772,2353,0,0,13026,0,0,1,0,0,0,0,0,1,0,1,0.0,0.646,0.0,0.0,0.0,0.0,0.0,0.0768,0.0,0.0768,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00015883,C17B7.9,none available,Domain of unknown function DUF19; Uncharacterised protein family UPF0376,V,-,protein_coding,3330890,3332123,1234,254,227,359,394,20.58,18.4,38.98,10,603,596,25,638,0,0,1234,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,1.6779,0.0,0.0,0.0,0.0,0.8104,0.0,0.8104
WBGene00000478,cfz-2,"cfz-2 encodes one of four C. elegans Frizzled homologs, integral membrane proteins that contain an external cysteine-rich domain (CRD) and seven transmembrane domains and that function in a wide variety of species as receptors for Wnt glycoprotein signaling molecules; CFZ-2 activity is required for cell migration and for vulval development.","Frizzled domain; Frizzled protein; Frizzled, invertebrates; Frizzled/secreted frizzled-related protein",V,-,protein_coding,3441504,3444877,3374,673,544,1093,1064,19.95,16.12,36.07,2,1737,1299,336,2075,0,0,3374,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.7698,0.0,0.0,0.0,0.0,0.2964,0.0,0.2964
WBGene00018229,F40C5.2,none available,,V,+,protein_coding,3570995,3571610,616,131,148,160,177,21.27,24.03,45.29,155,150,93,219,524,0,0,616,0,0,0,0,1,0,0,0,1,0,1,0.0,0.0,0.0,4.5662,0.0,0.0,0.0,1.6234,0.0,1.6234,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00305478,H10D18.7,none available,,V,-,ncRNA,3816632,3820194,3563,681,820,988,1074,19.11,23.01,42.13,0,0,0,0,0,0,0,3563,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2807,0.0,0.2807
WBGene00021555,pid-5,none available,"Creatinase, N-terminal; Creatinase/Aminopeptidase P/Spt16, N-terminal; Peptidase M24; Peptidase M24, C-terminal domain",V,+,protein_coding,4175882,4181360,5479,1071,1045,1692,1671,19.55,19.07,38.62,42,3186,2040,211,3439,0,0,5479,0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.4902,0.0,0.0,0.0,0.0,0.1825,0.0,0.1825,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00044529,irld-1,none available,"Leucine-rich repeat domain, L domain-like; Receptor L-domain",V,+,protein_coding,4336762,4338925,2164,412,434,597,721,19.04,20.06,39.09,100,633,1382,49,782,0,0,2164,0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.7236,0.0,0.0,0.0,0.0,0.4621,0.0,0.4621,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00017983,F32D1.3,none available,Domain of unknown function DUF1736; Tetratricopeptide repeat; Tetratricopeptide-like helical domain,V,-,protein_coding,4349751,4361569,11819,2267,2159,3590,3803,19.18,18.27,37.45,24,2325,9355,115,2464,0,0,11819,0,0,1,0,0,0,0,0,1,0,1,0.0,0.4301,0.0,0.0,0.0,0.0,0.0,0.0846,0.0,0.0846,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00017411,F13A2.2,none available,,V,-,protein_coding,4382512,4384582,2071,392,355,690,634,18.93,17.14,36.07,286,483,898,404,1173,0,0,2071,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,0.0,2.0704,0.0,0.0,0.0,0.0,0.0,0.4829,0.0,0.4829
WBGene00017413,F13A2.4,none available,,V,-,protein_coding,4398634,4400218,1585,306,324,509,446,19.31,20.44,39.75,77,390,1033,98,565,0,0,1585,0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.9681,0.0,0.0,0.0,0.0,0.6309,0.0,0.6309,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00021626,rft-2,none available,"Solute carrier family 52, riboflavin transporter",V,-,protein_coding,4443303,4450563,7261,1342,1262,2335,2322,18.48,17.38,35.86,14,1431,5635,220,1665,0,0,7261,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.1775,0.0,0.0,0.0,0.0,0.1377,0.0,0.1377
WBGene00004947,sos-1,"sos-1 encodes an ortholog of Son of sevenless, a guanine nucleotide exchange factor; sos-1 is required for viability, sex myoblast migration, vulval induction, and oogenesis; sos-1 acts genetically downstream of let-23 and upstream of let-60 with respect to vulval development; SOS-1 binds bovine calmodulin in vitro in a calcium-dependent manner.","Dbl homology (DH) domain; Histone-fold; PH domain-like; Pleckstrin homology domain; Ras guanine nucleotide exchange factor domain; Ras guanine-nucleotide exchange factors catalytic domain; Ras-like guanine nucleotide exchange factor, N-terminal",V,-,protein_coding,4516944,4549291,32348,6041,5453,10271,10583,18.68,16.86,35.53,12,4489,27116,745,5239,0,0,32348,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,0.0,0.2228,0.0,0.0,0.0,0.0,0.0,0.0309,0.0,0.0309
WBGene00016507,abhd-5.2,none available,Alpha/Beta hydrolase fold; Alpha/beta hydrolase fold-1,V,+,protein_coding,4844685,4847025,2341,461,433,745,702,19.69,18.5,38.19,7,1382,851,155,1544,0,0,2341,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,1.1751,0.0,0.0,0.0,0.0,0.4272,0.0,0.4272
WBGene00016511,C37H5.13,none available,Acyl-CoA thioesterase; HotDog domain,V,-,protein_coding,4856958,4862965,6008,1128,1043,2094,1743,18.77,17.36,36.14,234,1297,4198,607,1880,0,0,6008,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.2382,0.0,0.0,0.0,0.0,0.1664,0.0,0.1664
WBGene00015071,cest-30,none available,"Alpha/Beta hydrolase fold; Carboxylesterase, type B",V,-,protein_coding,5260332,5263099,2768,433,541,913,881,15.64,19.54,35.19,0,1737,1031,0,1737,0,0,2768,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.9699,0.0,0.0,0.0,0.0,0.3613,0.0,0.3613
WBGene00003567,ncx-2,"ncx-2 encodes, by alternative splicing, three full-length isoforms of a putative 3Na[+]/1Ca[2+] exchanger, orthologous to human SLC8A1-3 and paralogous to NCX-1 and NCX-3; NCX-2 is predicted to export free cytoplasmic Ca[2+] with low affinity but high capacity, being complemented by low-capacity/high-affinity Ca[2+] ATPase pumps such as MCA-1/-3; NCX-3 has tandem Calx-alpha and Calx-beta domains predicted to carry out ion transport and regulation; NCX-1 is required for normally rapid growth in mass RNAi assays.","Na-Ca exchanger/integrin-beta4; Sodium/calcium exchanger domain, C-terminal extension; Sodium/calcium exchanger membrane region; Sodium/calcium exchanger protein",V,+,protein_coding,5303689,5311270,7582,1446,1514,2324,2298,19.07,19.97,39.04,47,2952,4008,801,3760,0,0,7582,0,0,1,0,0,0,0,0,1,0,1,0.0,0.3388,0.0,0.0,0.0,0.0,0.0,0.1319,0.0,0.1319,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00019601,K09H11.4,none available,,V,-,protein_coding,5722832,5726563,3732,651,776,1008,1297,17.44,20.79,38.24,18,1893,1574,247,2158,0,0,3732,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,0.0,0.5283,0.0,0.0,0.0,0.0,0.0,0.268,0.0,0.268
WBGene00018424,pgph-2,none available,"2-phosphoglycolate phosphatase, eukaryotic; HAD-like domain; HAD-superfamily hydrolase, subfamily IIA",V,+,protein_coding,5765127,5771768,6642,1179,1169,2115,2179,17.75,17.6,35.35,81,1008,5352,201,1290,0,0,6642,0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1506,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00017834,F26F12.3,none available,,V,-,protein_coding,5838955,5845719,6765,1347,1294,2075,2049,19.91,19.13,39.04,1864,2673,3171,877,4688,0,0,6765,0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.3154,0.0,0.0,0.0,0.0,0.1478,0.0,0.1478,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00004206,pst-1,"pst-1 encodes the C. elegans ortholog of the vertebrate PAPST1 PAPS (3'-phosphoadenosine-5'-phosphosulfate) transporter and Drosophila Slalom; pst-1 is required in vivo for heparan sulfation; pst-1 is an essential gene, required both maternally and zygotically for late embryonic and larval development; pst-1 is also required for a subset of neuronal and axonal migrations and for presynaptic development in motor, and possibly touch, neurons; in regulating these developmental processes, pst-1 can function cell non-autonomously; pst-1::gfp is first detected at the two-fold stage of embryogenesis in hypodermal cells; later, pst-1::gfp expression is seen in the seam cells, pharyngeal gland cells, additional anterior cells and possibly in the intestine; PST-1::GFP shows partial localization to the Golgi.",UAA transporter,V,+,protein_coding,5943467,5951417,7951,1189,1346,2652,2764,14.95,16.93,31.88,1120,1410,6257,490,2243,0,0,7951,0,0,1,0,0,0,0,0,1,0,1,0.0,0.7092,0.0,0.0,0.0,0.0,0.0,0.1258,0.0,0.1258,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00015677,cpg-4,"cpg-4 encodes a large (782-residue), unfamiliar, putatively secretedprotein with a C-terminal low-complexity domain; CPG-4 has 35 potentialchondroitin attachment sites, mostly in its C-terminal half, 4 of whichhave been verified by mass spectrometry; CPG-4 has no obvious functionin mass RNAi assays.",Chondroitin proteoglycan 4,V,+,protein_coding,5996416,5999344,2929,615,583,911,820,21.0,19.9,40.9,19,2349,483,78,2446,0,0,2929,0,0,1,0,0,0,0,0,1,0,1,0.0,0.4257,0.0,0.0,0.0,0.0,0.0,0.3414,0.0,0.3414,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00017931,picc-1,none available,CCDC85 family,V,+,protein_coding,6018994,6026338,7345,1269,1464,2167,2445,17.28,19.93,37.21,17,1608,5520,205,1825,0,0,7345,0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.1812,0.0,0.0,0.0,0.0,0.1361,0.0,0.1361,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00004373,rme-1,"rme-1 encodes a conserved, EPS15 homology (EH) domain-containing protein; RME-1 is required for endocytosis, specifically for modulating endocytic transport through the endosomal recycling compartment (ERC); RME-1 is ubiquitously expressed and, in the polarized intestinal epithelium, is found on basolateral recycling endosomes.","Dynamin superfamily; EF-hand domain pair; EH domain; EH domain-containing protein, N-terminal; P-loop containing nucleoside triphosphate hydrolase",V,+,protein_coding,6208885,6217664,8780,1496,1690,2588,3006,17.04,19.25,36.29,762,2604,6605,405,3273,0,0,8780,0,0,1,0,0,0,0,0,1,0,1,0.0,0.384,0.0,0.0,0.0,0.0,0.0,0.1139,0.0,0.1139,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00017430,bcl-11,none available,Zinc finger C2H2-type,V,+,protein_coding,6356025,6362997,6973,1269,1617,1970,2117,18.2,23.19,41.39,356,2100,3422,1261,3717,0,0,6973,0,0,0,0,1,0,0,0,1,0,1,0.0,0.0,0.0,0.793,0.0,0.0,0.0,0.1434,0.0,0.1434,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00020264,acl-8,none available,"Acyltransferase, C-terminal domain; Phospholipid/glycerol acyltransferase",V,+,protein_coding,6450870,6453119,2250,402,388,704,756,17.87,17.24,35.11,28,1119,856,247,1394,0,0,2250,0,0,1,0,0,0,0,0,1,0,1,0.0,0.8937,0.0,0.0,0.0,0.0,0.0,0.4444,0.0,0.4444,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006815,unc-83,"unc-83 encodes a KASH domain-containing transmembrane protein; during development, UNC-83 is required for nuclear migrations in P cells, hyp7 hypodermal precursors, and intestinal cells and thus, for ventral nerve cord development, locomotion, and vulval formation; specifically, UNC-83 functions to recruit kinesin and dynein motor complexes to the nuclear envelope to regulate the directionality and extent of nuclear migrations; UNC-83 localizes to the outer nuclear membrane and its localization is dependent upon the SUN domain of UNC-84, an inner nuclear membrane protein with which it interacts in vitro; UNC-83 and UNC-84 are thus proposed to link the nuclear lamina with the cytoskeleton to properly effect nuclear migrations.",,V,+,protein_coding,6465065,6487883,22819,3876,4584,6701,7658,16.99,20.09,37.07,689,3126,19010,535,3819,0,0,22819,0,0,1,0,0,0,0,0,1,0,1,0.0,0.3199,0.0,0.0,0.0,0.0,0.0,0.0438,0.0,0.0438,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00017618,F20A1.6,none available,,V,-,protein_coding,7024595,7027155,2561,464,420,832,845,18.12,16.4,34.52,75,747,1748,192,1014,0,0,2561,0,0,1,0,0,0,0,0,1,0,1,0.0,1.3387,0.0,0.0,0.0,0.0,0.0,0.3905,0.0,0.3905,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006666,twk-11,twk-11 encodes one of more than 40 TWK (two-P domain K+) potassium channels in C. elegans that contain two pore regions and four transmembrane domains; orthologous to C. briggsae CBG19123 with some similarity to Drosophila CG6004.,Potassium channel domain; Two pore domain potassium channel,V,-,protein_coding,7028258,7036575,8318,1485,1617,2389,2827,17.85,19.44,37.29,133,5242,3556,1521,5782,0,0,8318,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.2812,0.0,0.0,0.0,0.0,0.1202,0.0,0.1202
WBGene00201968,VC5.16,none available,,V,-,ncRNA,7098602,7098746,145,47,27,34,37,32.41,18.62,51.03,0,0,0,0,145,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8966,0.0,6.8966
WBGene00020945,clec-219,none available,C-type lectin fold; C-type lectin-like/link domain,V,+,protein_coding,8318435,8322867,4433,744,738,1469,1482,16.78,16.65,33.43,23,732,3614,64,819,0,0,4433,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.2767,0.0,0.0,0.0,0.0,0.2256,0.0,0.2256
WBGene00017152,EGAP798.1,none available,,V,+,pseudogene,8876035,8878804,2770,582,746,780,662,21.01,26.93,47.94,0,0,0,0,0,0,0,2770,0,0,1,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.361,0.0,0.361,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00001842,her-1,"her-1 generates two transcripts, the larger of which encodes a small,secreted, cysteine-rich protein (HER-1A) required for normal sexdetermination in wild-type XO male animals, while being dispensable forsex determination in XX hermaphrodites; transcription of her-1 in XXanimals is repressed by SDC-2; HER-1A protein has two all-helicaldomains, with fourteen conserved cysteine residues forming sevendisulfide bonds, at least eight of which residues are critical forfunction in vivo; HER-1A has no known homologs except in other nematodes(e.g., Brugia malayi), and does not structurally resemble otherwell-known secreted proteins; HER-1A inhibits the receptor TRA-2A invivo, and binds it in vitro; HER-1A functions nonautonomously andrequires a signal sequence for biological activity; the her-1(n695gf)mutation alters a site in the her-1 promoter bound by SDC-2, partiallytransforms XX animals into phenotypic males, and requires sup-26 andsup-27 to do so.",Protein Her-1,V,+,protein_coding,9697015,9702035,5021,835,891,1566,1729,16.63,17.75,34.38,193,528,3896,483,1127,0,0,5021,0,0,1,0,0,0,0,0,1,0,1,0.0,1.8939,0.0,0.0,0.0,0.0,0.0,0.1992,0.0,0.1992,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00201401,T28B11.22,none available,,V,-,ncRNA,10716914,10717262,349,110,88,93,58,31.52,25.21,56.73,0,0,0,0,349,0,0,349,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8653
